	MOVIEID	TITLE	GENRES	REALEASE	(no genres listed)	Action	Adventure	Animation	Children	Comedy	Crime	Documentary	Drama	Fantasy	Film-Noir	Horror	IMAX	Musical	Mystery	Romance	Sci-Fi	Thriller	War	Western	count	mean	SCORE	title
2593	7842	Дюна	Drama,Fantasy,Sci-Fi	2000.0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1914	3.549373040752351	3.4833144634556272	Дюна
2594	175303	Оно	Horror	2017.0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5055	3.508209693372898	3.483203590761535	Оно
2595	5421	Опасные игры	Drama	2002.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1124	3.5956405693950177	3.4831844893181505	Опасные игры
2596	3993	Перо маркиза де Сада	Drama,Romance	2000.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	3229	3.5222979250541964	3.4831549776063557	Перо маркиза де Сада
2597	89554	Жизнь не может быть скучной	Adventure,Comedy,Drama,Romance	2011.0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	290	3.918965517241379	3.4831416191429065	Жизнь не может быть скучной
2598	8937	В лучах славы	Action,Drama	2004.0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1986	3.546576032225579	3.482960925886435	В лучах славы
2599	5169	Scarlet Street	Film-Noir	1945.0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	399	3.799498746867168	3.4828998981807384	
2600	103624	Станция «Фрутвейл»	Drama	2013.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	764	3.647905759162304	3.482650657258878	Станция «Фрутвейл»
2601	45503	Мирный воин	Drama	2006.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	446	3.765695067264574	3.4826268867558503	Мирный воин
2602	174909	Удача Логана	Comedy	2017.0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1869	3.5500267522739435	3.4824970735655727	Удача Логана
2603	4405	Posledniy chelovek	Drama	1924.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	408	3.7916666666666665	3.482391676325193	Posledniy chelovek
2604	5607	Сын невесты	Comedy,Drama	2001.0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	375	3.818666666666666	3.482266561076321	Сын невесты
2605	417	Барселона	Comedy,Romance	1994.0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3454	3.518674001158077	3.482159573806669	Барселона
2606	92509	Клятва	Drama,Romance	2012.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1395	3.5724014336917564	3.4820196232478757	Клятва
2607	3746	Язык бабочек	Drama	1999.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	421	3.781472684085511	3.4820010541461905	Язык бабочек
2608	3747	Сын Иисуса	Drama	1999.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	889	3.623734533183352	3.481935225109687	Сын Иисуса
2609	80860	Жизнь, как она есть	Comedy,Romance	2010.0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1519	3.564845292955892	3.481868711817777	Жизнь, как она есть
2610	1169	American Dream	Documentary	1990.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	333	3.86036036036036	3.481862593362139	
2611	4954	Ocean's Eleven (a.k.a. Ocean's 11)	Comedy,Crime	1960.0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2312	3.536332179930796	3.481821559604432	
2612	8044	I Am a Fugitive from a Chain Gang	Crime,Drama,Film-Noir	1932.0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	382	3.81151832460733	3.481692719965582	
2613	180031	Форма воды	Adventure,Drama,Fantasy	2017.0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	4655	3.508378088077336	3.48133294066101	Форма воды
2614	70293	Джули и Джулия: Готовим счастье по рецепту	Comedy,Drama,Romance	2009.0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	3605	3.51622746185853	3.481307047853908	Джули и Джулия: Готовим счастье по рецепту
2615	3873	Кэт Баллу	Comedy,Western	1965.0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1445	3.568166089965398	3.481087736657425	Кэт Баллу
2616	118900	Дикая	Drama	2014.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1445	3.568166089965398	3.481087736657425	Дикая
2617	3298	Бойлерная	Crime,Drama,Thriller	2000.0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	5742	3.502960640891676	3.48104883317996	Бойлерная
2618	5388	Бессонница	Action,Crime,Drama,Mystery,Thriller	2002.0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	9826	3.4938428658660694	3.4810385911057984	Бессонница
2619	33288	Kes	Drama	1969.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	333	3.858858858858859	3.481037510853888	
2620	1051	Истина в вине	Drama	1996.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1487	3.5655682582380632	3.480970870214464	Истина в вине
2621	1081	Виктор/Виктория	Comedy,Musical,Romance	1982.0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	4199	3.5107168373422244	3.480771183268662	Виктор/Виктория
2622	5712	Blow Out	Mystery,Thriller	1981.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1138	3.590949033391916	3.4805164646190336	
2623	2941	South Pacific	Musical,Romance,War	1958.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	2234	3.536705461056401	3.48045820964398	
2624	7136	Stolen Kisses (Baisers volés)	Comedy,Drama,Romance	1968.0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	338	3.85207100591716	3.480374356100583	
2625	31522	Marriage of Maria Braun, The (Ehe der Maria Braun, Die)	Drama	1979.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	310	3.8854838709677417	3.480289419515363	
2626	161634	Не дыши	Thriller	2016.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2491	3.530710558008832	3.480285358747271	Не дыши
2627	3713	Long Walk Home, The	Drama	1990.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	433	3.770207852193996	3.480182339344839	
2628	95167	Храбрая сердцем	Action,Adventure,Animation,Children	2012.0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9824	3.4929254885993486	3.4801434813882794	Храбрая сердцем
2629	192383	Красивый мальчик	Drama	2018.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	504	3.7291666666666665	3.480062717602904	Красивый мальчик
2630	89470	Заражение	Sci-Fi,Thriller,IMAX	2011.0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	4290	3.509324009324009	3.480058893617676	Заражение
2631	26939	Вдаль уплывают облака	Comedy,Drama	1996.0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	378	3.812169312169312	3.4800441345275828	Вдаль уплывают облака
2632	132424	Дальняя дорога	Drama,Romance	2015.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	718	3.654596100278552	3.4798271761629227	Дальняя дорога
2633	118702	Несломленный	Drama,War	2014.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1213	3.5832646331409728	3.479817450590482	Несломленный
2634	54281	Проделки в колледже	Comedy,Drama	2007.0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1353	3.572431633407243	3.479710167021806	Проделки в колледже
2635	179331	Дело храбрых	Drama	2017.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	539	3.712430426716141	3.479690556129872	Дело храбрых
2636	159917	Винер	Documentary	2016.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	359	3.828690807799443	3.47944419553395	Винер
2637	79798	Я убил свою маму	Drama	2009.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	357	3.830532212885154	3.4793789390118355	Я убил свою маму
2638	96911	Королевский роман	Drama,Romance	2012.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	536	3.712686567164179	3.4789971960166333	Королевский роман
2639	3169	The Falcon and the Snowman	Crime,Drama,Thriller	1985.0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1868	3.5460385438972164	3.4789858624836323	
2640	197651	Король	Drama		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	796	3.636306532663317	3.478960459847948	Король
2641	31696	Константин: Повелитель тьмы	Action,Fantasy,Horror,Thriller	2005.0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	11594	3.489261687079524	3.4784704416935583	Константин: Повелитель тьмы
2642	69406	Предложение	Comedy,Romance	2009.0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6824	3.496776084407972	3.4784428253596533	Предложение
2643	60756	Сводные братья	Comedy	2008.0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6735	3.496807720861173	3.4782404011954133	Сводные братья
2644	7079	Hunchback of Notre Dame, The	Drama	1939.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	480	3.738541666666667	3.478099245122784	
2645	31309	Рокко и его братья	Crime,Drama	1960.0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	296	3.9003378378378377	3.478046979925231	Рокко и его братья
2646	3159	Фантазия 2000	Animation,Children,Musical,IMAX	1999.0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	5229	3.5019124115509657	3.47800958407442	Фантазия 2000
2647	2841	Отзвуки эха	Horror,Mystery,Thriller	1999.0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	5327	3.5012201989862963	3.4777694163531176	Отзвуки эха
2648	2310	Великан	Drama	1998.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1052	3.5964828897338403	3.477742438926382	Великан
2649	2210	Sabotage	Thriller	1936.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	669	3.664424514200299	3.477716275559932	
2650	5434	Sorry, Wrong Number	Drama,Film-Noir,Thriller	1948.0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	443	3.759593679458239	3.477665826225498	
2651	4438	Fist of Fury (Chinese Connection, The) (Jing wu men)	Action,Drama,Romance,Thriller	1972.0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	675	3.6622222222222223	3.477329885630228	
2652	7833	Shadow of the Thin Man	Comedy,Crime,Mystery	1941.0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	365	3.819178082191781	3.477286413130809	
2653	1017	Swiss Family Robinson	Adventure,Children	1960.0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3838	3.509770713913497	3.477258266012517	
2654	102407	Великий Гэтсби	Drama	2013.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7863	3.493068803255755	3.477201171531153	Великий Гэтсби
2655	3289	Ни на одного меньше	Drama	1999.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	442	3.759049773755656	3.476935288919519	Ни на одного меньше
2656	5349	Человек-паук	Action,Adventure,Sci-Fi,Thriller	2002.0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	39736	3.479967787396819	3.476830431442362	Человек-паук
2657	70728	Бронсон	Action,Comedy,Drama,Thriller	2009.0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1576	3.5558375634517767	3.476748908370717	Бронсон
2658	6881	Праздник Эйприл	Comedy,Drama	2003.0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1522	3.5584756898817345	3.476606535697748	Праздник Эйприл
2659	6890	Слон	Drama	2003.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2525	3.5257425742574258	3.4764148433085977	Слон
2660	39869	Мандерлей	Drama	2005.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	614	3.679153094462541	3.476334533909196	Мандерлей
2661	26347	Ирония судьбы, или С легким паром!	Comedy,Drama,Romance	1975.0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	336	3.846726190476191	3.4762048137560857	Ирония судьбы, или С легким паром!
2662	170357	Дэйв Шапелл: Эпоха манипуляций	Comedy	2017.0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	411	3.778588807785888	3.4758899584465737	Дэйв Шапелл: Эпоха манипуляций
2663	57502	Кошачий суп	Adventure,Animation,Drama,Horror	2001.0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	387	3.797157622739018	3.4757708054203884	Кошачий суп
2664	96832	Корпорация «Святые моторы»	Drama,Fantasy,Musical,Mystery,Sci-Fi	2012.0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1	0	0	0	997	3.6003009027081245	3.475597426438942	Корпорация «Святые моторы»
2665	8838	Alice Doesn't Live Here Anymore	Drama,Romance	1974.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	718	3.6483286908078	3.4752863083526297	
2666	2848	Othello (Tragedy of Othello: The Moor of Venice, The)	Drama	1952.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	475	3.736842105263158	3.475279052911038	
2667	182637	Аниматрица: Второе возрождение - Часть 1	Animation,Sci-Fi	2003.0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	326	3.855828220858896	3.474972840696922	Аниматрица: Второе возрождение - Часть 1
2668	62203	Мученицы	Horror	2008.0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1120	3.585714285714286	3.4748806400412464	Мученицы
2669	170635	Отвергнутые	Animation	2000.0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302	3.8857615894039736	3.4747977940477504	Отвергнутые
2670	26318	Phantom of Liberty, The (Fantôme de la liberté, Le)	Comedy,Drama	1974.0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	297	3.892255892255892	3.4745767220657133	
2671	140247	Подарок	Drama,Horror	2015.0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2106	3.5334757834757835	3.474572816972449	Подарок
2672	3984	Бриллианты навсегда	Action,Adventure,Thriller	1971.0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5991	3.495159405775329	3.474458609766516	Бриллианты навсегда
2673	8690	Slaughterhouse-Five	Comedy,Drama,Sci-Fi,War	1972.0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	781	3.6331626120358513	3.474391585936865	
2674	2687	Тарзан	Adventure,Animation,Children,Drama	1999.0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8930	3.4881298992161254	3.47424847675513	Тарзан
2675	87222	Кунг-фу Панда 2	Action,Adventure,Animation,Children,Comedy,IMAX	2011.0	0	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4918	3.4993899959333064	3.4741877733726563	Кунг-фу Панда 2
2676	8010	Сила личности	Drama	1992.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	517	3.713733075435203	3.474061685541084	Сила личности
2677	127114	Конец тура	Drama	2015.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	590	3.6838983050847456	3.473938275292533	Конец тура
2678	6935	Чавез: Посреди государственного переворота	Documentary	2003.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	282	3.9131205673758864	3.4738896064458675	Чавез: Посреди государственного переворота
2679	342	Свадьба Мюриэл	Comedy	1994.0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13664	3.4829478922716626	3.4738830976234096	Свадьба Мюриэл
2680	33072	F for Fake (Vérités et mensonges)	Documentary,Mystery	1973.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	472	3.736228813559322	3.473837223593901	
2681	157361	Щекотка	Documentary	2016.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	432	3.7604166666666665	3.473771250464477	Щекотка
2682	145418	Трамбо	Drama	2015.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	940	3.60531914893617	3.473626324466164	Трамбо
2683	8360	Шрэк 2	Adventure,Animation,Children,Comedy,Musical,Romance	2004.0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	26971	3.4781431908346003	3.4735541305086426	Шрэк 2
2684	7773	Пиф-паф, ты - мертв	Drama	2002.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	573	3.68935427574171	3.4734145763326905	Пиф-паф, ты - мертв
2685	152065	Объятия змея	Adventure,Drama	2016.0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	308	3.875	3.473336887396655	Объятия змея
2686	6636	Sure Thing, The	Comedy,Romance	1985.0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1080	3.5875	3.473029365541357	
2687	81257	Месть	Drama	2010.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	410	3.774390243902439	3.472926400552645	Месть
2688	104211	Мы - Миллеры	Comedy,Crime	2013.0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5772	3.4941961191961197	3.4727888720558244	Мы - Миллеры
2689	7936	Shame (Skammen)	Drama,War	1968.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	289	3.8996539792387535	3.4724354654403142	
2690	47644	Преодоление	Drama	2006.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1354	3.563515509601181	3.472347099924681	Преодоление
2691	7827	Кодер	Action,Sci-Fi,Thriller	2002.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1190	3.5760504201680674	3.472323124796621	Кодер
2692	5398	Requiem for a Heavyweight	Drama	1962.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	303	3.87953795379538	3.472237381210862	
2693	55098	Цвет шафрана	Action,Comedy,Drama	2006.0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	373	3.8029490616621984	3.472149739283988	Цвет шафрана
2694	6436	Жизнь этого парня	Drama	1993.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	982	3.59775967413442	3.4721185112170967	Жизнь этого парня
2695	3637	Vagabond (Sans toit ni loi)	Drama	1985.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	314	3.8646496815286624	3.4719058459581884	
2696	4802	Операция «Нижняя юбка»	Action,Comedy,Romance,War	1959.0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	771	3.631647211413749	3.471751658599096	Операция «Нижняя юбка»
2697	162738	Американская милашка	Comedy,Drama	2016.0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	534	3.702247191011236	3.471510200219896	Американская милашка
2698	193147	The House That Jack Built	Drama,Horror,Thriller	2018.0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	920	3.605434782608696	3.4715077381202484	
2699	3213	Бэтмен: Маска Фантазма	Animation,Children	1993.0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2382	3.523089840470193	3.4713780533248424	Бэтмен: Маска Фантазма
2700	2915	Risky Business	Comedy	1983.0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10162	3.483418618382208	3.4712993513730197	
2701	3538	Boсток есть восток	Comedy	1999.0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1364	3.56158357771261	3.4712942770784707	Boсток есть восток
2702	100383	Побочный эффект	Crime,Drama,Mystery,Thriller	2013.0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	2267	3.5255844728716363	3.4712632801486047	Побочный эффект
2703	1268	Прибавьте громкость	Comedy,Drama	1990.0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3449	3.506958538706872	3.471254360982659	Прибавьте громкость
2704	141749	Девушка из Дании	Drama	2015.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1323	3.5642479213907787	3.4711834157753487	Девушка из Дании
2705	8644	Я, робот	Action,Adventure,Sci-Fi,Thriller	2004.0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	24069	3.476234991067348	3.471120233817166	Я, робот
2706	1799	Короли самоубийства	Comedy,Crime,Drama,Mystery,Thriller	1997.0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	2521	3.5198333994446647	3.471012430772175	Короли самоубийства
2707	129659	Тренер	Drama	2015.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	467	3.7344753747323343	3.4709577453749407	Тренер
2708	143367	Молчание	Drama,Thriller	2016.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1126	3.579928952042629	3.4706995936936784	Молчание
2709	2009	Soylent Green	Drama,Mystery,Sci-Fi,Thriller	1973.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	5138	3.494550408719346	3.470617026719176	
2710	131796	Женщина в золотом	Drama	2015.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	569	3.686291739894552	3.4703191586430595	Женщина в золотом
2711	33162	Царство небесное	Action,Drama,Romance,War	2005.0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	5345	3.493264733395697	3.470275673118095	Царство небесное
2712	233661	Игры шпионов	Drama,Thriller	2021.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	584	3.680650684931507	3.4702552293785955	Игры шпионов
2713	2671	Ноттинг Хилл	Comedy,Romance	1999.0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	18534	3.4768533505988994	3.4702243170935003	Ноттинг Хилл
2714	8604	Такси	Action,Comedy	1998.0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1588	3.547229219143577	3.469913343136731	Такси
2715	54995	Планета страха	Action,Horror,Sci-Fi	2007.0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	5226	3.493302717183314	3.469814281065186	Планета страха
2716	193599	Экстаз	Drama,Horror	2018.0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	803	3.62266500622665	3.469803653882394	Экстаз
2717	88140	Первый мститель	Action,Adventure,Sci-Fi,Thriller,War	2011.0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	14255	3.4783584707120307	3.4697486737043954	Первый мститель
2718	4337	Sand Pebbles, The	Drama,Romance,War	1966.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	517	3.706963249516441	3.4696313057942483	
2719	3808	Чoчара	Drama,War	1960.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	302	3.875827814569536	3.4695804027434027	Чoчара
2720	59126	Верующие	Comedy,Documentary	2008.0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1774	3.5383314543404736	3.4692275190901105	Верующие
2721	26393	Sorcerer	Action,Thriller	1977.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	373	3.797587131367292	3.46905376405179	
2722	3812	Все, что вы хотели знать о сексе, но боялись спросить	Comedy	1972.0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2517	3.517679777512912	3.468999545368264	Все, что вы хотели знать о сексе, но боялись спросить
2723	33649	Спасая лицо	Comedy,Drama,Romance	2004.0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	419	3.7613365155131264	3.468943253724648	Спасая лицо
2724	4888	Пленка	Drama	2001.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	836	3.6154306220095696	3.4688987660752537	Пленка
2725	2991	Live and Let Die	Action,Adventure,Thriller	1973.0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6293	3.488320355951057	3.468856035878382	
2726	1754	Падший	Crime,Drama,Fantasy,Thriller	1998.0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	4641	3.4949364361129067	3.468560995437008	Падший
2727	5329	Море Солтона	Crime,Drama,Thriller	2002.0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1219	3.568498769483183	3.4681693911377054	Море Солтона
2728	2551	Dead Ringers	Drama,Horror,Thriller	1988.0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	2391	3.519029694688415	3.4679086830245707	
2729	2570	Прогулка по Луне	Drama,Romance	1999.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	848	3.612028301886793	3.4678936053322538	Прогулка по Луне
2730	65133	Черная Гадюка туда-сюда	Comedy	1999.0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	452	3.73783185840708	3.467598250451664	Черная Гадюка туда-сюда
2731	118696	Хоббит: Битва пяти воинств	Adventure,Fantasy	2014.0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8784	3.481500455373406	3.4675950901598167	Хоббит: Битва пяти воинств
2732	162598	Глубоководный горизонт	Drama	2016.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1467	3.550783912747103	3.467533753780147	Глубоководный горизонт
2733	1660	Пристанище Евы	Drama	1997.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1355	3.557564575645757	3.4674500808215334	Пристанище Евы
2734	143657	Приглашение	Horror,Thriller	2015.0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1579	3.544648511716276	3.467337328065581	Приглашение
2735	129354	Фокус	Comedy,Crime,Drama,Romance	2015.0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	3134	3.506222080408424	3.467275823767965	Фокус
2736	7579	Pride and Prejudice	Comedy,Drama,Romance	1940.0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	643	3.657076205287714	3.467258440586743	
